"","S","MLS #","Street Address","Price","DOM","Beds Total","Bths","Sq Ft Total","Lot Size","Postal City","Property Sub Type","Age"
"1","A","ML81534939","2068 Biarritz Place","$6,400,000","116","5","5|2","8,451","1.09 Acres","San Jose","Res. Single Family","13"
"1","S","ML81518349","5471 Country Club Parkway","$4,500,000","0","6","6|1","6,761","17,724 SqFt","San Jose","Res. Single Family","20"
"1","S","ML81566530","5735 La Seyne Place","$3,975,000","0","5","5|1","6,600","16,750 SqFt","San Jose","Res. Single Family","19"
"1","A","ML81521846","5500 Morningside Drive","$3,550,000","152","4","4|1","5,731","16,806 SqFt","San Jose","Res. Single Family","15"
"1","A","ML81577685","1650 The Alameda","$3,500,000","7","7","3|0","6,000","16,988 SqFt","San Jose","Res. Single Family","106"
"1","A","ML81519552","6793 Elwood Road","$3,425,000","169","5","5|1","5,238","20,000 SqFt","San Jose","Res. Single Family","50"
"1","A","ML81549887","1691 Marseilles Court","$3,299,000","57","5","4|1","6,487","16,065 SqFt","San Jose","Res. Single Family","9"
"1","A","ML81577136","2333 Dry Creek Road","$3,295,000","9","4","4|1","4,069","31,202 SqFt","San Jose","Res. Single Family","40"
"1","A","ML81562935","7121 Echo Loop","$3,200,000","36","4","5|1","4,490","21,344 SqFt","San Jose","Res. Single Family","10"
"1","P","ML81562786","1811 Dry Creek Road","$3,195,000","7","5","4|1","4,570","24,092 SqFt","San Jose","Res. Single Family","0"
"1","A","ML81550973","1528 Padres Drive","$2,998,000","50","5","3|0","4,459","12,402 SqFt","San Jose","Res. Single Family","27"
"1","A","ML81561213","5662 Country Club Parkway","$2,988,888","48","4","4|1","5,000","15,002 SqFt","San Jose","Res. Single Family","20"
"1","P","ML81550644","819 Morse Street","$2,895,000","157","5","4|1","3,828","12,687 SqFt","San Jose","Res. Single Family","79"
"1","A","ML81548604","15826 Rica Vista Way","$2,889,900","70","5","5|1","6,541","1.34 Acres","San Jose","Res. Single Family","8"
"1","A","ML81563144","12340 NE Clayton Road","$2,888,950","35","4","3|1","4,000","39.13 Acres","San Jose","Res. Single Family","31"
"1","A","ML81578075","6755 Graystone Lane","$2,888,000","5","6","4|2","4,727","41,818 SqFt","San Jose","Res. Single Family","3"
"1","P","ML81546788","6322 Tucker Drive","$2,860,000","56","4","4|1","3,970","8,824 SqFt","San Jose","Res. Single Family","0"
"1","A","ML81578071","1032 Avondale Street","$2,858,888","5","5","4|1","4,435","10,877 SqFt","San Jose","Res. Single Family","10"
"1","S","ML81549033","7295 Via Brezzo","$2,750,000","30","6","7|2","5,866","3.17 Acres","San Jose","Res. Single Family","24"
"1","A","ML81519222","19960 Almaden Road","$2,695,000","173","2","1|0","1,200","16.00 Acres","San Jose","Res. Single Family","35"
"1","A","ML81548671","4602 Hill Top View Lane","$2,695,000","69","5","4|1","4,639","10,594 SqFt","San Jose","Res. Single Family","13"
"1","S","ML81548190","2185 Eagle Hills Court","$2,680,000","16","5","5|1","4,486","38,921 SqFt","San Jose","Res. Single Family","17"
"1","A","ML81562079","1090 Prouty Way","$2,680,000","42","5","4|1","3,238","7,314 SqFt","San Jose","Res. Single Family","0"
"1","AC","ML81563265","5130 Eastbourne Drive","$2,650,000","19","4","5|1","4,500","19,230 SqFt","San Jose","Res. Single Family","17"
"1","A","ML81566526","1076 MICHIGAN Avenue","$2,649,000","14","4","3|1","3,600","7,950 SqFt","San Jose","Res. Single Family","94"
"1","A","ML81551043","1570 Keesling Avenue","$2,599,950","49","5","5|0","4,000","9,180 SqFt","San Jose","Res. Single Family","0"
"1","AC","ML81565974","2130 Booksin Avenue","$2,599,000","17","5","4|1","4,006","9,152 SqFt","San Jose","Res. Single Family","0"
"1","A","ML81577619","1066 Laurie Avenue","$2,599,000","7","4","2|1","3,508","9,178 SqFt","San Jose","Res. Single Family","13"
"1","A","ML81566135","5796 Country Club Parkway","$2,569,000","18","4","4|1","5,138","20,730 SqFt","San Jose","Res. Single Family","17"
"1","AC","ML81551064","20211 Via Santa Teresa","$2,498,000","17","5","3|1","4,413","2.20 Acres","San Jose","Res. Single Family","53"
"1","AC","ML81550180","1257 Cherry Avenue","$2,488,000","47","4","4|0","2,917","6,778 SqFt","San Jose","Res. Single Family","3"
"1","A","ML81564010","1038 Johnson Avenue","$2,488,000","30","4","3|1","2,911","6,660 SqFt","San Jose","Res. Single Family","9"
"1","S","ML81520153","2137 Hillstone Drive","$2,455,000","23","5","5|1","5,000","1.12 Acres","San Jose","Res. Single Family","19"
"1","P","ML81521333","20765 Monte Sunset Drive","$2,450,000","22","5","3|3","5,800","2.94 Acres","San Jose","Res. Single Family","36"
"1","P","ML81561363","3650 Pleasant Knoll Court","$2,420,000","11","6","7|1","8,449","11.06 Acres","San Jose","Res. Single Family","14"
"1","A","ML81548148","4979 Gardenside Place","$2,400,000","73","5","4|1","4,172","17,619 SqFt","San Jose","Res. Single Family","13"
"1","S","ML81548771","1808 Patio Drive","$2,400,000","17","5","5|1","4,400","10,250 SqFt","San Jose","Res. Single Family","0"
"1","A","ML81578036","745 Chapman Street","$2,400,000","5","4","3|0","3,886","9,226 SqFt","San Jose","Res. Single Family","24"
"1","S","ML81547846","1195 Coolidge Avenue","$2,395,000","6","4","3|0","3,297","6,450 SqFt","San Jose","Res. Single Family","13"
"1","S","ML81546296","1634 Laurelwood Drive","$2,385,000","5","4","2|1","3,009","10,354 SqFt","San Jose","Res. Single Family","61"
"1","AC","ML81550847","5702 W Walbrook Drive","$2,348,000","46","4","3|0","2,402","7,074 SqFt","San Jose","Res. Single Family","11"
"1","P","ML81563853","310 Tillman Avenue","$2,300,000","7","5","2|1","5,466","15,678 SqFt","San Jose","Res. Single Family","103"
"1","A","ML81561915","1063 Woodview Place","$2,299,950","43","5","3|1","4,181","40,001 SqFt","San Jose","Res. Single Family","36"
"1","A","ML81577241","1738 Dry Creek Road","$2,299,950","9","5","3|0","3,099","8,200 SqFt","San Jose","Res. Single Family","15"
"1","P","ML81549710","983 Terra Bella Avenue","$2,295,000","33","4","3|1","3,720","8,225 SqFt","San Jose","Res. Single Family","1"
"1","A","ML81565013","5591 Country Club Parkway","$2,269,000","25","3","4|1","4,023","13,377 SqFt","San Jose","Res. Single Family","15"
"1","A","ML81564436","764 Morse Street","$2,249,888","28","5","4|0","3,194","7,475 SqFt","San Jose","Res. Single Family","6"
"1","S","ML81562541","7137 Echo Loop","$2,219,000","7","6","3|1","3,988","17,215 SqFt","San Jose","Res. Single Family","45"
"1","S","ML81522423","1881 Dry Creek Road","$2,200,000","7","4","3|0","3,374","33,977 SqFt","San Jose","Res. Single Family","52"
"1","S","ML81549503","7071 Wooded Lake Drive","$2,200,000","0","5","4|0","3,883","22,986 SqFt","San Jose","Res. Single Family","40"
"1","S","ML81565897","2188 Bello Avenue","$2,200,000","0","5","5|1","3,700","8,260 SqFt","San Jose","Res. Single Family","0"
"1","A","ML81548450","14551 Bercaw","$2,199,000","36","5","4|1","3,900","17,400 SqFt","San Jose","Res. Single Family","0"
"1","P","ML81565570","14667 Berry Way","$2,198,000","15","5","5|0","3,750","9,875 SqFt","San Jose","Res. Single Family","0"
"1","P","ML81566494","1323 Payette Court","$2,198,000","9","6","5|0","3,831","10,799 SqFt","San Jose","Res. Single Family","56"
"1","S","ML81535053","2360 Richland Avenue","$2,175,000","0","4","3|0","3,000","9,148 SqFt","San Jose","Res. Single Family","0"
"1","S","ML81546179","2950 Lantz Avenue","$2,161,000","1","5","4|1","3,980","12,600 SqFt","San Jose","Res. Single Family","0"
"1","S","ML81550175","1365 Emory","$2,159,000","0","4","4|1","3,500","10,122 SqFt","San Jose","Res. Single Family","11"
"1","AC","ML81546685","4138 Cortona Court","$2,150,000","78","5","4|1","4,779","16,553 SqFt","San Jose","Res. Single Family","11"
"1","A","ML81549332","1196 Delmas Avenue","$2,149,000","42","5","5|0","3,249","10,951 SqFt","San Jose","Res. Single Family","0"
"1","S","ML81550264","6961 Glenview Drive","$2,100,888","7","4","4|0","4,134","10,154 SqFt","San Jose","Res. Single Family","10"
"1","S","ML81520739","2956 Lantz Avenue","$2,100,000","16","5","4|1","3,963","12,259 SqFt","San Jose","Res. Single Family","0"
"1","S","ML81533652","461 Fenley Avenue","$2,100,000","25","5","3|1","3,700","9,300 SqFt","San Jose","Res. Single Family","0"
"1","S","ML81548767","2809 Gardendale Drive","$2,100,000","25","5","5|1","4,005","9,258 SqFt","San Jose","Res. Single Family","0"
"1","S","ML81550765","1555 Santa Maria Avenue","$2,100,000","0","5","4|1","2,333","6,882 SqFt","San Jose","Res. Single Family","68"
"1","A","ML81577468","18515 Annie Lane","$2,100,000","8","4","2|0","3,044","36,600 SqFt","San Jose","Res. Single Family","35"
"1","S","ML81548749","14571 Nelson Way","$2,080,000","1","5","5|0","3,700","10,372 SqFt","San Jose","Res. Single Family","1"
"1","S","ML81522927","1012 White Oak Drive","$2,060,000","63","3","2|1","2,175","8,980 SqFt","San Jose","Res. Single Family","52"
"1","S","ML81535143","17001 Crothers Road","$2,045,000","33","5","4|1","4,658","1.50 Acres","San Jose","Res. Single Family","27"
"1","S","ML81562060","2499 Westgate Avenue","$2,025,000","8","3","3|0","2,182","11,115 SqFt","San Jose","Res. Single Family","63"
"1","S","ML81534207","1777 Johnston Avenue","$2,000,000","14","4","3|1","2,708","6,035 SqFt","San Jose","Res. Single Family","0"
"1","A","ML81565474","19781 Graystone Lane","$2,000,000","21","4","6|0","6,000","1.00 Acres","San Jose","Res. Single Family","50"
"1","A","ML81546679","2117 Ashley Ridge Court","$1,999,998","85","5","4|0","4,079","18,000 SqFt","San Jose","Res. Single Family","18"
"1","S","ML81550485","1163 Cherry Avenue","$1,999,975","21","6","3|1","4,189","7,026 SqFt","San Jose","Res. Single Family","69"
"1","A","ML81562602","1845 University Way","$1,995,000","40","5","4|0","3,300","7,079 SqFt","San Jose","Res. Single Family","66"
"1","A","ML81578653","6633 Broadacres Drive","$1,995,000","1","5","4|0","4,127","7,405 SqFt","San Jose","Res. Single Family","9"
"1","A","ML81564681","686 Margaret Street","$1,987,654","27","6","4|1","4,067","25,901 SqFt","San Jose","Res. Single Family","86"
"1","A","ML81577718","898 Nevada Avenue","$1,980,000","5","4","3|0","2,385","5,262 SqFt","San Jose","Res. Single Family","0"
"1","S","ML81547703","6883 Goldpine Court","$1,975,000","29","4","3|1","3,624","10,999 SqFt","San Jose","Res. Single Family","48"
"1","A","ML81548074","7012 Livery Lane","$1,960,315","75","4","4|1","4,125","16,579 SqFt","San Jose","Res. Single Family","0"
"1","A","ML81549978","1188 Clark Street","$1,950,000","88","5","4|1","3,446","9,100 SqFt","San Jose","Res. Single Family","2"
"1","A","ML81578094","1235 Koch Lane","$1,950,000","5","4","3|1","3,236","10,115 SqFt","San Jose","Res. Single Family","20"
"1","A","ML81577982","2128 Bridle Ridge Court","$1,929,000","6","5","3|1","4,186","18,731 SqFt","San Jose","Res. Single Family","20"
"1","S","ML81522785","2133 Hillstone Drive","$1,925,000","53","4","3|0","3,000","1.18 Acres","San Jose","Res. Single Family","19"
"1","A","ML81564500","4003 Higuera Highland Lane","$1,925,000","28","6","4|0","3,952","3.95 Acres","San Jose","Res. Single Family","38"
"1","S","ML81518791","1082 Huntingdon Drive","$1,900,000","8","3","2|0","1,834","6,604 SqFt","San Jose","Res. Single Family","57"
"1","S","ML81535116","1105 Sterling Gate Drive","$1,900,000","7","5","4|0","3,643","10,498 SqFt","San Jose","Res. Single Family","23"
"1","S","ML81546205","2207 Cirelli Drive","$1,900,000","27","5","4|1","4,250","21,344 SqFt","San Jose","Res. Single Family","3"
"1","P","ML81563714","1284 Norval Way","$1,900,000","57","5","3|2","3,200","8,350 SqFt","San Jose","Res. Single Family","0"
"1","S","ML81565460","1486 Hicks","$1,900,000","2","4","2|1","3,100","11,550 SqFt","San Jose","Res. Single Family","10"
"1","P","ML81548507","892 El Rio Drive","$1,899,000","37","5","3|1","3,300","11,993 SqFt","San Jose","Res. Single Family","0"
"1","A","ML81565910","1386 Hillcrest Drive","$1,899,000","19","4","2|0","2,363","14,000 SqFt","San Jose","Res. Single Family","45"
"1","A","ML81578508","1101 Carla Drive","$1,898,000","2","2","2|1","2,240","8,046 SqFt","San Jose","Res. Single Family","43"
"1","A","ML81549085","1167 Fremont Street","$1,893,000","65","3","2|1","3,140","8,058 SqFt","San Jose","Res. Single Family","92"
"1","A","ML81561443","2103 Coastland Avenue","$1,888,878","47","5","4|1","3,100","6,813 SqFt","San Jose","Res. Single Family","66"
"1","A","ML81534983","6888 Goldpine Court","$1,888,000","61","4","4|0","3,490","20,086 SqFt","San Jose","Res. Single Family","47"
"1","A","ML81566529","1058 Oaktree Drive","$1,880,000","14","6","2|1","2,200","5,663 SqFt","San Jose","Res. Single Family","52"
"1","A","ML81577860","6853 Tunbridge Way","$1,879,900","6","5","3|0","2,793","8,050 SqFt","San Jose","Res. Single Family","44"
"1","S","ML81534153","580 Shadow Glen","$1,878,560","54","5","4|0","3,076","7,140 SqFt","San Jose","Res. Single Family","54"
"1","S","ML81545317","1078 Carolyn Avenue","$1,875,000","0","3","2|1","2,200","7,148 SqFt","San Jose","Res. Single Family","79"
"1","S","ML81546819","2360 Shibley Avenue","$1,875,000","22","4","3|1","3,000","7,965 SqFt","San Jose","Res. Single Family","1"
"1","S","ML81533275","14690 Wyrick Avenue","$1,870,000","0","4","4|0","2,725","20,038 SqFt","San Jose","Res. Single Family","66"
"1","S","ML81533989","1080 Wunderlich Drive","$1,870,000","15","5","2|1","2,112","6,005 SqFt","San Jose","Res. Single Family","50"
"1","S","ML81521704","2273 Bentley Ridge Drive","$1,850,000","16","5","3|0","2,999","15,027 SqFt","San Jose","Res. Single Family","17"
"1","S","ML81549832","1152 Littleoak Circle","$1,850,000","24","4","3|0","2,581","6,181 SqFt","San Jose","Res. Single Family","49"
"1","A","ML81551025","1144 Delynn Way","$1,849,000","49","4","3|1","2,883","10,385 SqFt","San Jose","Res. Single Family","64"
"1","P","ML81551116","5849 Gleneagles Circle","$1,849,000","43","4","4|1","3,809","11,748 SqFt","San Jose","Res. Single Family","18"
"1","S","ML81549659","1171 Copper Peak Lane","$1,835,000","10","5","3|0","3,422","7,700 SqFt","San Jose","Res. Single Family","30"
"1","S","ML81551057","6029 Wellfleet Way","$1,835,000","9","5","3|0","2,492","6,721 SqFt","San Jose","Res. Single Family","55"
"1","S","ML81561908","2837 Lantz Avenue","$1,820,000","13","4","3|1","2,750","12,301 SqFt","San Jose","Res. Single Family","68"
"1","S","ML81518985","1151 Fairford Way","$1,816,000","14","4","3|0","2,132","6,227 SqFt","San Jose","Res. Single Family","52"
"1","S","ML81519659","1009 Olmo Court","$1,800,000","10","5","3|0","2,082","6,164 SqFt","San Jose","Res. Single Family","48"
"1","S","ML81520653","5430 Arezzo Drive","$1,800,000","0","3","3|1","2,920","11,035 SqFt","San Jose","Res. Single Family","19"
"1","S","ML81534632","1723 Dolores Drive","$1,800,000","31","4","2|1","2,300","9,656 SqFt","San Jose","Res. Single Family","63"
"1","A","ML81563233","1693 Danromas Way","$1,799,800","35","3","3|0","1,812","6,957 SqFt","San Jose","Res. Single Family","47"
"1","S","ML81521791","1198 Roycott Way","$1,799,000","0","5","2|0","2,578","11,868 SqFt","San Jose","Res. Single Family","74"
"1","AC","ML81564076","356 Cypress Avenue","$1,799,000","3","3","1|0","989","10,001 SqFt","San Jose","Res. Single Family","66"
"1","A","ML81564202","5200 Birkdale Way","$1,799,000","29","4","3|1","3,599","6,000 SqFt","San Jose","Res. Single Family","23"
"1","A","ML81578505","16000 Miradero Avenue","$1,799,000","2","4","4|0","3,612","37,697 SqFt","San Jose","Res. Single Family","28"
"1","A","ML81564671","5967 Gleneagles Circle","$1,798,000","8","5","4|1","4,073","9,592 SqFt","San Jose","Res. Single Family","18"
"1","AC","ML81565457","2015 Cirone Way","$1,798,000","12","5","4|1","3,370","8,092 SqFt","San Jose","Res. Single Family","55"
"1","S","ML81546587","1016 Olmo Court","$1,795,000","10","4","2|0","1,740","6,020 SqFt","San Jose","Res. Single Family","50"
"1","A","ML81549851","5696 Poglia Court","$1,788,000","57","4","3|1","3,429","6,599 SqFt","San Jose","Res. Single Family","20"
"1","S","ML81548587","1145 Malibu Drive","$1,780,000","14","4","4|0","2,409","6,830 SqFt","San Jose","Res. Single Family","59"
"1","A","ML81562477","1703 Mountaire Lane","$1,780,000","40","4","3|1","3,927","10,973 SqFt","San Jose","Res. Single Family","12"
"1","S","ML81550959","1548 Iris Court","$1,751,000","11","4","3|0","2,393","6,721 SqFt","San Jose","Res. Single Family","50"
"1","S","ML81520303","1037 Broadway Avenue","$1,750,000","9","4","3|0","2,578","6,498 SqFt","San Jose","Res. Single Family","6"
"1","S","ML81520511","5045 Englewood Drive","$1,750,000","12","5","3|0","3,261","10,712 SqFt","San Jose","Res. Single Family","56"
"1","P","ML81563239","1008 Riverside Drive","$1,750,000","6","4","3|1","2,632","6,224 SqFt","San Jose","Res. Single Family","6"
"1","A","ML81578480","1197 Norval Way","$1,750,000","2","5","2|1","2,815","12,497 SqFt","San Jose","Res. Single Family","80"
"1","A","ML81578585","1301 Weaver Drive","$1,750,000","1","4","2|1","2,379","16,841 SqFt","San Jose","Res. Single Family","67"
"1","AC","ML81564558","7055 Morecambe Drive","$1,749,900","8","4","2|1","2,924","15,660 SqFt","San Jose","Res. Single Family","36"
"1","P","ML81549899","995 Hampswood Way","$1,738,000","52","4","3|0","3,328","8,468 SqFt","San Jose","Res. Single Family","26"
"1","S","ML81547790","5854 W Walbrook Drive","$1,730,000","8","7","3|0","2,442","6,534 SqFt","San Jose","Res. Single Family","52"
"1","S","ML81519845","5971 Countess Drive","$1,725,000","9","4","2|1","1,519","6,046 SqFt","San Jose","Res. Single Family","50"
"1","AC","ML81548093","1086 Valentine Court","$1,725,000","45","4","2|1","3,070","6,713 SqFt","San Jose","Res. Single Family","0"
"1","A","ML81564082","1078 Valentine Court","$1,725,000","30","4","2|1","3,070","6,328 SqFt","San Jose","Res. Single Family","0"
"1","S","ML81550413","5564 Perugia Circle","$1,712,000","6","4","3|1","3,370","15,682 SqFt","San Jose","Res. Single Family","19"
"1","S","ML81468629","5807 Avigon Court","$1,707,750","0","4","3|1","2,981","19,179 SqFt","San Jose","Res. Single Family","17"
"1","S","ML81549321","2132 Terrena Valley Drive","$1,700,000","22","4","3|1","3,636","18,295 SqFt","San Jose","Res. Single Family","17"
"1","S","ML81549672","1712 Husted Avenue","$1,700,000","20","4","2|1","2,800","9,875 SqFt","San Jose","Res. Single Family","54"
"1","A","ML81563491","1397 Mckendrie Street","$1,699,950","34","5","3|0","3,000","5,001 SqFt","San Jose","Res. Single Family","116"
"1","A","ML81565252","2361 Walden Square","$1,699,900","41","5","3|0","2,566","11,326 SqFt","San Jose","Res. Single Family","48"
"1","A","ML81533260","2069 University Avenue","$1,699,000","138","4","4|0","3,526","10,000 SqFt","San Jose","Res. Single Family","58"
"1","P","ML81562270","3838 Carrera Court","$1,699,000","9","6","4|1","4,617","17,432 SqFt","San Jose","Res. Single Family","11"
"1","A","ML81566605","3007 Bellworth Court","$1,698,888","14","6","4|1","3,705","8,120 SqFt","San Jose","Res. Single Family","14"
"1","AC","ML81565293","6151 Prospect Road","$1,698,000","18","3","2|1","1,812","7,318 SqFt","San Jose","Res. Single Family","46"
"1","A","ML81565980","5573 Morningside Drive","$1,698,000","19","4","3|1","3,107","10,994 SqFt","San Jose","Res. Single Family","20"
"1","AC","ML81566510","6637 Edgemoor Way","$1,698,000","11","4","3|0","1,763","7,552 SqFt","San Jose","Res. Single Family","59"
"1","S","ML81519185","1231 Bird Avenue","$1,695,000","94","4","3|1","3,198","12,541 SqFt","San Jose","Res. Single Family","0"
"1","A","ML81550072","3868 Suncrest Avenue","$1,695,000","56","5","4|0","4,518","14,810 SqFt","San Jose","Res. Single Family","12"
"1","A","ML81550735","1831 Georgetta Drive","$1,695,000","40","6","3|1","3,386","9,875 SqFt","San Jose","Res. Single Family","63"
"1","P","ML81549398","1306 Buckthorne","$1,690,000","44","3","2|0","1,400","7,590 SqFt","San Jose","Res. Single Family","57"
"1","P","ML81562810","2998 Delta Road","$1,688,888","11","6","5|1","4,545","8,011 SqFt","San Jose","Res. Single Family","12"
"1","AC","ML81565840","2670 Meadowfield Lane","$1,688,888","14","5","4|0","3,493","34,135 SqFt","San Jose","Res. Single Family","17"
"1","A","ML81521796","1674 Kevin Drive","$1,688,000","152","5","4|0","2,854","7,951 SqFt","San Jose","Res. Single Family","57"
"1","S","ML81545333","1896 Montemar Way","$1,683,000","74","6","4|0","3,130","8,680 SqFt","San Jose","Res. Single Family","52"
"1","S","ML81547762","3583 Meadowlands Lane","$1,675,000","11","4","2|1","3,100","29,185 SqFt","San Jose","Res. Single Family","18"
"1","S","ML81561906","1189 Royston Court","$1,675,000","9","5","3|0","2,618","10,707 SqFt","San Jose","Res. Single Family","41"
"1","S","ML81562888","847 Raintree Drive","$1,675,000","3","4","2|0","1,766","6,000 SqFt","San Jose","Res. Single Family","50"
"1","A","ML81550816","6509 Camelia Drive","$1,674,000","47","4","2|1","2,360","13,897 SqFt","San Jose","Res. Single Family","52"
"1","AC","ML81547873","2048 Glen Una Avenue","$1,669,000","19","4","3|0","2,687","6,000 SqFt","San Jose","Res. Single Family","6"
"1","A","ML81550466","5744 Trowbridge Way","$1,669,000","48","4","4|1","3,293","9,633 SqFt","San Jose","Res. Single Family","19"
"1","S","ML81547657","2524 Gerald Way","$1,650,000","12","4","3|0","2,578","9,000 SqFt","San Jose","Res. Single Family","66"
"1","A","ML81547868","3715 Rosemar Avenue","$1,650,000","76","5","3|0","3,541","8,200 SqFt","San Jose","Res. Single Family","0"
"1","S","ML81550854","1149 Sterling Gate Drive","$1,650,000","10","5","3|0","3,068","9,860 SqFt","San Jose","Res. Single Family","25"
